folio	date	hora_apertura	close_time	mesa	server_id	mesero_nombre	guests	turno	vta_comida	beverage_subtotal	descuento	comp	cancelado	subtotal	iva	total	propina	cash	tarjeta	forma_pago	store_id	tipo_servicio	descripcion_producto
CHQ-FRMX-CD-MTY-001-20240206-2074	2024-02-06	18:58	23:40	1	MES-035	Carmen Jiménez Ortiz	3	afternoon	122.25	40.75	6.52	0	3.26	163	24.52	177.74	21.45	0	177.74	tarjeta	FRMX-CD-MTY-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-GDL-001-20240207-2075	2024-02-07	17:40	18:43	29	MES-007	Sofía Reyes Morales	2	afternoon	240	80	0	4.8	6.4	320	49.41	358.21	43.23	0	358.21	tarjeta	FRMX-TV-GDL-001	express	TACOS PASTOR
CHQ-FRMX-CD-CDMX-001-20240208-2076	2024-02-08	12:06	12:29	24	MES-016	José Antonio López Hernández	3	afternoon	397.5	132.5	0	0	0	530	84.8	614.8	74.2	0	614.8	tarjeta	FRMX-CD-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-CDMX-001-20240209-2077	2024-02-09	13:01	23:16	18	MES-024	Diego Vázquez Castillo	2	night	426.75	142.25	22.76	8.54	11.38	569	84.21	610.53	73.68	610.53	0	efectivo	FRMX-TV-CDMX-001	express	tacos_pastor
CHQ-FRMX-MB-CDMX-001-20240210-2078	2024-02-10	13:59	17:55	11	MES-012	Pablo Mendoza Romero	1	morning	272.25	90.75	0	0	0	363	58.08	421.08	50.82	0	421.08	tarjeta	FRMX-MB-CDMX-001	dine_in	CORONA 355ML
CHQ-FRMX-CD-MTY-001-20240211-2079	2024-02-11	18:37	17:02	16	MES-034	Sofía Reyes Morales	1	night	441	147	0	8.82	0	588	92.67	671.85	81.09	671.85	0	efectivo	FRMX-CD-MTY-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-GDL-001-20240205-2080	2024-02-05	8:56	23:50	25	MES-030	Ana Cruz Martínez	3	morning	286.5	95.5	0	0	7.64	382	59.9	434.26	52.41	0	434.26	tarjeta	FRMX-TV-GDL-001	express	PESC ZARAND
CHQ-FRMX-CD-CDMX-001-20240206-2081	2024-02-06	7:03	17:42	27	MES-029	María Elena Gutiérrez Flores	2	morning	441	147	0	0	11.76	588	92.2	668.44	80.67	0	668.44	tarjeta	FRMX-CD-CDMX-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-CDMX-001-20240207-2082	2024-02-07	17:01	20:44	30	MES-025	María Elena Gutiérrez Flores	1	morning	579	193	0	11.58	0	772	121.67	882.09	106.46	0	882.09	tarjeta	FRMX-TV-CDMX-001	express	Margarita
CHQ-FRMX-MB-CDMX-001-20240208-2083	2024-02-08	7:55	22:31	26	MES-010	Pablo Mendoza Romero	2	night	464.25	154.75	0	9.29	0	619	97.55	707.26	85.36	707.26	0	efectivo	FRMX-MB-CDMX-001	dine_in	Taco al Pastor
CHQ-FRMX-CD-MTY-001-20240209-2084	2024-02-09	15:12	8:47	10	MES-026	Carmen Jiménez Ortiz	2	morning	557.25	185.75	0	0	0	743	118.88	861.88	104.02	861.88	0	efectivo	FRMX-CD-MTY-001	dine_in	CORONA 355ML
CHQ-FRMX-TV-GDL-001-20240210-2085	2024-02-10	12:32	21:02	29	MES-001	Pablo Mendoza Romero	4	night	382.5	127.5	20.4	0	10.2	510	76.7	556.1	67.12	556.1	0	efectivo	FRMX-TV-GDL-001	express	PESC ZARAND
CHQ-FRMX-CD-CDMX-001-20240211-2086	2024-02-11	13:54	20:39	24	MES-012	Ana Cruz Martínez	1	afternoon	633.75	211.25	0	0	0	845	135.2	980.2	118.3	0	980.2	tarjeta	FRMX-CD-CDMX-001	dine_in	Margarita
CHQ-FRMX-TV-CDMX-001-20240205-2087	2024-02-05	7:23	19:16	29	MES-019	Sofía Reyes Morales	1	night	602.25	200.75	0	12.05	0	803	126.55	917.5	110.73	0	917.5	tarjeta	FRMX-TV-CDMX-001	express	PESC ZARAND
CHQ-FRMX-MB-CDMX-001-20240206-2088	2024-02-06	21:58	18:24	9	MES-004	María Elena Gutiérrez Flores	1	night	666	222	0	0	0	888	142.08	1030.08	124.32	0	1030.08	tarjeta	FRMX-MB-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-CD-MTY-001-20240207-2089	2024-02-07	16:41	13:01	2	MES-023	Luis Ramírez Torres	1	morning	117.75	39.25	0	0	0	157	25.12	182.12	21.98	182.12	0	efectivo	FRMX-CD-MTY-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-GDL-001-20240208-2090	2024-02-08	20:06	14:01	11	MES-009	Luis Ramírez Torres	1	morning	465	155	0	0	0	620	99.2	719.2	86.8	0	719.2	tarjeta	FRMX-TV-GDL-001	express	Pescado Zarandeado
CHQ-FRMX-CD-CDMX-001-20240209-2091	2024-02-09	9:20	8:29	11	MES-003	Luis Ramírez Torres	3	afternoon	360.75	120.25	19.24	0	0	481	73.88	535.64	64.65	535.64	0	efectivo	FRMX-CD-CDMX-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-CDMX-001-20240210-2092	2024-02-10	21:20	15:00	25	MES-003	Diego Vázquez Castillo	4	afternoon	675	225	36	13.5	18	900	133.2	965.7	116.55	0	965.7	tarjeta	FRMX-TV-CDMX-001	express	Orden Tacos Pastor
CHQ-FRMX-MB-CDMX-001-20240211-2093	2024-02-11	7:05	20:46	14	MES-015	María Elena Gutiérrez Flores	4	afternoon	524.25	174.75	27.96	0	0	699	107.37	778.41	93.95	0	778.41	tarjeta	FRMX-MB-CDMX-001	dine_in	CORONA 355ML
CHQ-FRMX-CD-MTY-001-20240205-2094	2024-02-05	19:54	20:13	12	MES-021	Sofía Reyes Morales	4	morning	433.5	144.5	23.12	8.67	0	578	87.39	633.6	76.47	0	633.6	tarjeta	FRMX-CD-MTY-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-GDL-001-20240206-2095	2024-02-06	13:13	20:26	9	MES-016	Diego Vázquez Castillo	3	morning	96	32	0	1.92	2.56	128	19.76	143.28	17.29	0	143.28	tarjeta	FRMX-TV-GDL-001	express	TACOS PASTOR
CHQ-FRMX-CD-CDMX-001-20240207-2096	2024-02-07	14:55	15:03	26	MES-015	Sofía Reyes Morales	1	night	196.5	65.5	10.48	3.93	5.24	262	38.78	281.13	33.93	0	281.13	tarjeta	FRMX-CD-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-CDMX-001-20240208-2097	2024-02-08	8:49	11:39	4	MES-008	Sofía Reyes Morales	2	night	244.5	81.5	13.04	4.89	6.52	326	48.25	349.8	42.22	0	349.8	tarjeta	FRMX-TV-CDMX-001	express	tacos_pastor
CHQ-FRMX-MB-CDMX-001-20240209-2098	2024-02-09	8:22	11:20	10	MES-037	María Elena Gutiérrez Flores	2	morning	232.5	77.5	0	0	6.2	310	48.61	352.41	42.53	0	352.41	tarjeta	FRMX-MB-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-CD-MTY-001-20240210-2099	2024-02-10	14:14	16:42	2	MES-029	José Antonio López Hernández	2	afternoon	198.75	66.25	0	0	5.3	265	41.55	301.25	36.36	0	301.25	tarjeta	FRMX-CD-MTY-001	dine_in	CORONA 355ML
CHQ-FRMX-TV-GDL-001-20240211-2100	2024-02-11	15:06	14:15	5	MES-023	Luis Ramírez Torres	2	afternoon	657	219	0	0	17.52	876	137.36	995.84	120.19	995.84	0	efectivo	FRMX-TV-GDL-001	express	Pescado Zarandeado
CHQ-FRMX-CD-CDMX-001-20240205-2101	2024-02-05	7:55	15:12	8	MES-040	Ana Cruz Martínez	3	night	475.5	158.5	25.36	0	12.68	634	95.35	691.31	83.43	691.31	0	efectivo	FRMX-CD-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-CDMX-001-20240206-2102	2024-02-06	7:15	13:16	20	MES-015	Diego Vázquez Castillo	1	afternoon	313.5	104.5	0	0	8.36	418	65.54	475.18	57.35	475.18	0	efectivo	FRMX-TV-CDMX-001	express	Orden Tacos Pastor
CHQ-FRMX-MB-CDMX-001-20240207-2103	2024-02-07	13:15	9:41	26	MES-020	María Elena Gutiérrez Flores	4	morning	398.25	132.75	0	0	0	531	84.96	615.96	74.34	0	615.96	tarjeta	FRMX-MB-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-CD-MTY-001-20240208-2104	2024-02-08	8:45	9:31	7	MES-034	Diego Vázquez Castillo	3	night	195.75	65.25	0	3.92	0	261	41.13	298.21	35.99	298.21	0	efectivo	FRMX-CD-MTY-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-GDL-001-20240209-2105	2024-02-09	13:48	21:34	19	MES-022	María Elena Gutiérrez Flores	4	afternoon	220.5	73.5	11.76	0	0	294	45.16	327.4	39.51	0	327.4	tarjeta	FRMX-TV-GDL-001	express	CORONA 355ML
CHQ-FRMX-CD-CDMX-001-20240210-2106	2024-02-10	9:26	9:54	4	MES-027	Sofía Reyes Morales	2	afternoon	411.75	137.25	21.96	0	0	549	84.33	611.37	73.79	0	611.37	tarjeta	FRMX-CD-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-TV-CDMX-001-20240211-2107	2024-02-11	10:48	19:26	1	MES-011	Diego Vázquez Castillo	3	night	110.25	36.75	0	2.21	0	147	23.17	167.96	20.27	0	167.96	tarjeta	FRMX-TV-CDMX-001	express	Margarita
CHQ-FRMX-MB-CDMX-001-20240205-2108	2024-02-05	17:57	15:46	10	MES-030	María Elena Gutiérrez Flores	2	afternoon	571.5	190.5	0	11.43	0	762	120.09	870.66	105.08	0	870.66	tarjeta	FRMX-MB-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-CD-MTY-001-20240206-2109	2024-02-06	10:22	14:10	12	MES-021	Pablo Mendoza Romero	4	afternoon	290.25	96.75	15.48	0	7.74	387	58.2	421.98	50.93	421.98	0	efectivo	FRMX-CD-MTY-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-GDL-001-20240207-2110	2024-02-07	15:36	11:54	26	MES-001	José Antonio López Hernández	2	night	555	185	0	0	14.8	740	116.03	841.23	101.53	841.23	0	efectivo	FRMX-TV-GDL-001	express	Cerveza Corona
CHQ-FRMX-CD-CDMX-001-20240208-2111	2024-02-08	21:13	14:11	7	MES-001	Pablo Mendoza Romero	2	afternoon	345	115	0	0	9.2	460	72.13	522.93	63.11	0	522.93	tarjeta	FRMX-CD-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-CDMX-001-20240209-2112	2024-02-09	9:31	23:54	15	MES-036	María Elena Gutiérrez Flores	4	afternoon	465	155	0	0	0	620	99.2	719.2	86.8	0	719.2	tarjeta	FRMX-TV-CDMX-001	express	PESC ZARAND
CHQ-FRMX-MB-CDMX-001-20240210-2113	2024-02-10	15:21	22:31	10	MES-025	Ana Cruz Martínez	3	afternoon	539.25	179.75	0	0	0	719	115.04	834.04	100.66	0	834.04	tarjeta	FRMX-MB-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-CD-MTY-001-20240211-2114	2024-02-11	9:26	19:00	7	MES-038	Sofía Reyes Morales	3	afternoon	112.5	37.5	0	0	3	150	23.52	170.52	20.58	170.52	0	efectivo	FRMX-CD-MTY-001	dine_in	CORONA 355ML
CHQ-FRMX-TV-GDL-001-20240205-2115	2024-02-05	17:06	23:12	19	MES-027	Sofía Reyes Morales	3	afternoon	211.5	70.5	11.28	4.23	0	282	42.64	309.13	37.31	0	309.13	tarjeta	FRMX-TV-GDL-001	express	Margarita
CHQ-FRMX-CD-CDMX-001-20240206-2116	2024-02-06	7:50	12:42	14	MES-007	Ana Cruz Martínez	1	afternoon	113.25	37.75	6.04	0	0	151	23.19	168.15	20.29	0	168.15	tarjeta	FRMX-CD-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-TV-CDMX-001-20240207-2117	2024-02-07	18:31	10:33	30	MES-029	Sofía Reyes Morales	3	night	111	37	0	2.22	0	148	23.32	169.1	20.41	0	169.1	tarjeta	FRMX-TV-CDMX-001	express	margarita clasica
CHQ-FRMX-MB-CDMX-001-20240208-2118	2024-02-08	21:20	19:05	20	MES-002	María Elena Gutiérrez Flores	2	night	546	182	29.12	0	14.56	728	109.49	793.81	95.8	0	793.81	tarjeta	FRMX-MB-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-CD-MTY-001-20240209-2119	2024-02-09	17:33	10:40	24	MES-014	Ana Cruz Martínez	1	afternoon	517.5	172.5	0	0	13.8	690	108.19	784.39	94.67	0	784.39	tarjeta	FRMX-CD-MTY-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-GDL-001-20240210-2120	2024-02-10	10:00	23:54	16	MES-001	Ana Cruz Martínez	2	night	156.75	52.25	0	0	0	209	33.44	242.44	29.26	242.44	0	efectivo	FRMX-TV-GDL-001	express	Orden Tacos Pastor
CHQ-FRMX-CD-CDMX-001-20240211-2121	2024-02-11	16:08	8:54	27	MES-030	Pablo Mendoza Romero	1	afternoon	128.25	42.75	0	0	0	171	27.36	198.36	23.94	0	198.36	tarjeta	FRMX-CD-CDMX-001	dine_in	Margarita
CHQ-FRMX-TV-CDMX-001-20240205-2122	2024-02-05	12:24	18:23	2	MES-020	José Antonio López Hernández	4	night	105.75	35.25	5.64	2.11	0	141	21.32	154.57	18.66	0	154.57	tarjeta	FRMX-TV-CDMX-001	express	Pescado Zarandeado
CHQ-FRMX-MB-CDMX-001-20240206-2123	2024-02-06	13:54	14:02	16	MES-021	Luis Ramírez Torres	4	morning	187.5	62.5	10	3.75	0	250	37.8	274.05	33.08	274.05	0	efectivo	FRMX-MB-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-CD-MTY-001-20240207-2124	2024-02-07	12:25	18:16	25	MES-027	Luis Ramírez Torres	4	night	593.25	197.75	31.64	0	15.82	791	118.97	862.51	104.1	0	862.51	tarjeta	FRMX-CD-MTY-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-GDL-001-20240208-2125	2024-02-08	10:56	9:41	17	MES-021	Diego Vázquez Castillo	1	afternoon	156.75	52.25	8.36	3.14	0	209	31.6	229.1	27.65	229.1	0	efectivo	FRMX-TV-GDL-001	express	CORONA 355ML
CHQ-FRMX-CD-CDMX-001-20240209-2126	2024-02-09	16:23	12:34	12	MES-006	Pablo Mendoza Romero	2	afternoon	489	163	0	0	0	652	104.32	756.32	91.28	0	756.32	tarjeta	FRMX-CD-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-TV-CDMX-001-20240210-2127	2024-02-10	12:05	16:51	8	MES-005	Sofía Reyes Morales	2	morning	647.25	215.75	0	12.95	17.26	863	133.25	966.04	116.59	966.04	0	efectivo	FRMX-TV-CDMX-001	express	margarita clasica
CHQ-FRMX-MB-CDMX-001-20240211-2128	2024-02-11	13:16	8:12	11	MES-030	Diego Vázquez Castillo	4	morning	591	197	0	0	15.76	788	123.56	895.8	108.11	0	895.8	tarjeta	FRMX-MB-CDMX-001	dine_in	Margarita
CHQ-FRMX-CD-MTY-001-20240205-2129	2024-02-05	10:10	20:12	19	MES-030	Sofía Reyes Morales	2	morning	453.75	151.25	0	0	12.1	605	94.86	687.76	83.01	0	687.76	tarjeta	FRMX-CD-MTY-001	dine_in	Pescado Zarandeado
CHQ-FRMX-TV-GDL-001-20240206-2130	2024-02-06	11:47	23:31	13	MES-029	Ana Cruz Martínez	1	morning	516.75	172.25	27.56	10.34	13.78	689	101.97	739.29	89.22	739.29	0	efectivo	FRMX-TV-GDL-001	express	margarita clasica
CHQ-FRMX-CD-CDMX-001-20240207-2131	2024-02-07	20:43	9:48	6	MES-008	Diego Vázquez Castillo	4	night	658.5	219.5	35.12	0	17.56	878	132.05	957.37	115.54	0	957.37	tarjeta	FRMX-CD-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-TV-CDMX-001-20240208-2132	2024-02-08	13:23	10:03	4	MES-010	Ana Cruz Martínez	2	morning	665.25	221.75	35.48	0	0	887	136.24	987.76	119.21	987.76	0	efectivo	FRMX-TV-CDMX-001	express	Orden Tacos Pastor
CHQ-FRMX-MB-CDMX-001-20240209-2133	2024-02-09	17:33	20:17	27	MES-001	Carmen Jiménez Ortiz	2	morning	462	154	24.64	0	12.32	616	92.65	671.69	81.07	671.69	0	efectivo	FRMX-MB-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-CD-MTY-001-20240210-2134	2024-02-10	12:12	9:59	2	MES-017	Ana Cruz Martínez	3	afternoon	654	218	34.88	0	17.44	872	131.15	950.83	114.76	950.83	0	efectivo	FRMX-CD-MTY-001	dine_in	margarita clasica
CHQ-FRMX-TV-GDL-001-20240211-2135	2024-02-11	13:20	17:01	28	MES-037	Luis Ramírez Torres	3	afternoon	564.75	188.25	0	11.3	0	753	118.67	860.37	103.84	0	860.37	tarjeta	FRMX-TV-GDL-001	express	tacos_pastor
CHQ-FRMX-CD-CDMX-001-20240205-2136	2024-02-05	22:56	16:24	19	MES-008	Diego Vázquez Castillo	4	morning	635.25	211.75	0	0	16.94	847	132.81	962.87	116.21	0	962.87	tarjeta	FRMX-CD-CDMX-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-CDMX-001-20240206-2137	2024-02-06	21:29	10:05	21	MES-012	Pablo Mendoza Romero	4	night	588	196	0	0	15.68	784	122.93	891.25	107.56	891.25	0	efectivo	FRMX-TV-CDMX-001	express	Taco al Pastor
CHQ-FRMX-MB-CDMX-001-20240207-2138	2024-02-07	22:35	22:43	11	MES-005	Carmen Jiménez Ortiz	3	night	172.5	57.5	0	3.45	0	230	36.25	262.8	31.72	262.8	0	efectivo	FRMX-MB-CDMX-001	dine_in	CORONA 355ML
CHQ-FRMX-CD-MTY-001-20240208-2139	2024-02-08	20:46	11:26	13	MES-027	Luis Ramírez Torres	3	afternoon	489.75	163.25	0	0	13.06	653	102.39	742.33	89.59	0	742.33	tarjeta	FRMX-CD-MTY-001	dine_in	margarita clasica
CHQ-FRMX-TV-GDL-001-20240209-2140	2024-02-09	8:17	12:49	16	MES-039	Carmen Jiménez Ortiz	1	afternoon	443.25	147.75	0	0	11.82	591	92.67	671.85	81.09	671.85	0	efectivo	FRMX-TV-GDL-001	express	Pescado Zarandeado
CHQ-FRMX-CD-CDMX-001-20240210-2141	2024-02-10	12:28	13:02	3	MES-023	Carmen Jiménez Ortiz	1	afternoon	348	116	18.56	6.96	0	464	70.16	508.64	61.39	508.64	0	efectivo	FRMX-CD-CDMX-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-CDMX-001-20240211-2142	2024-02-11	11:13	23:27	18	MES-028	José Antonio López Hernández	1	night	522.75	174.25	27.88	0	13.94	697	104.83	760.01	91.73	0	760.01	tarjeta	FRMX-TV-CDMX-001	express	CORONA 355ML
CHQ-FRMX-MB-CDMX-001-20240205-2143	2024-02-05	20:19	14:43	24	MES-027	Sofía Reyes Morales	2	morning	600.75	200.25	0	0	0	801	128.16	929.16	112.14	929.16	0	efectivo	FRMX-MB-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-CD-MTY-001-20240206-2144	2024-02-06	14:21	19:02	1	MES-026	María Elena Gutiérrez Flores	4	morning	470.25	156.75	0	0	0	627	100.32	727.32	87.78	0	727.32	tarjeta	FRMX-CD-MTY-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-GDL-001-20240207-2145	2024-02-07	9:47	13:49	20	MES-011	Sofía Reyes Morales	2	morning	219.75	73.25	0	0	5.86	293	45.94	333.08	40.2	0	333.08	tarjeta	FRMX-TV-GDL-001	express	Orden Tacos Pastor
CHQ-FRMX-CD-CDMX-001-20240208-2146	2024-02-08	10:28	21:58	15	MES-009	Ana Cruz Martínez	4	morning	522.75	174.25	0	10.46	13.94	697	107.62	780.22	94.16	780.22	0	efectivo	FRMX-CD-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-CDMX-001-20240209-2147	2024-02-09	9:15	19:27	18	MES-030	Sofía Reyes Morales	2	morning	580.5	193.5	30.96	11.61	15.48	774	114.55	830.5	100.23	0	830.5	tarjeta	FRMX-TV-CDMX-001	express	Margarita
CHQ-FRMX-MB-CDMX-001-20240210-2148	2024-02-10	15:22	8:25	6	MES-022	José Antonio López Hernández	2	afternoon	521.25	173.75	0	10.43	13.9	695	107.31	777.98	93.89	0	777.98	tarjeta	FRMX-MB-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-CD-MTY-001-20240211-2149	2024-02-11	9:55	17:41	1	MES-039	María Elena Gutiérrez Flores	4	night	576.75	192.25	30.76	0	15.38	769	115.66	838.52	101.2	838.52	0	efectivo	FRMX-CD-MTY-001	dine_in	margarita clasica
CHQ-FRMX-TV-GDL-001-20240205-2150	2024-02-05	10:27	9:08	27	MES-015	Luis Ramírez Torres	2	night	162	54	0	0	4.32	216	33.87	245.55	29.64	0	245.55	tarjeta	FRMX-TV-GDL-001	express	Taco al Pastor
CHQ-FRMX-CD-CDMX-001-20240206-2151	2024-02-06	21:56	20:19	13	MES-016	Carmen Jiménez Ortiz	1	morning	267	89	0	0	0	356	56.96	412.96	49.84	412.96	0	efectivo	FRMX-CD-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-CDMX-001-20240207-2152	2024-02-07	9:32	9:03	26	MES-031	Sofía Reyes Morales	1	night	266.25	88.75	0	0	0	355	56.8	411.8	49.7	411.8	0	efectivo	FRMX-TV-CDMX-001	express	margarita clasica
CHQ-FRMX-MB-CDMX-001-20240208-2153	2024-02-08	16:07	22:35	8	MES-009	Ana Cruz Martínez	2	morning	648.75	216.25	0	0	17.3	865	135.63	983.33	118.68	0	983.33	tarjeta	FRMX-MB-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-CD-MTY-001-20240209-2154	2024-02-09	18:27	14:37	7	MES-030	María Elena Gutiérrez Flores	2	afternoon	661.5	220.5	0	0	0	882	141.12	1023.12	123.48	1023.12	0	efectivo	FRMX-CD-MTY-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-GDL-001-20240210-2155	2024-02-10	19:18	14:21	18	MES-001	Sofía Reyes Morales	4	afternoon	657	219	0	0	0	876	140.16	1016.16	122.64	1016.16	0	efectivo	FRMX-TV-GDL-001	express	margarita clasica
CHQ-FRMX-CD-CDMX-001-20240211-2156	2024-02-11	21:15	19:12	10	MES-031	Pablo Mendoza Romero	1	afternoon	597.75	199.25	0	0	0	797	127.52	924.52	111.58	924.52	0	efectivo	FRMX-CD-CDMX-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-CDMX-001-20240205-2157	2024-02-05	10:16	12:45	30	MES-026	María Elena Gutiérrez Flores	4	afternoon	555	185	0	11.1	14.8	740	114.26	828.36	99.97	0	828.36	tarjeta	FRMX-TV-CDMX-001	express	Orden Tacos Pastor
CHQ-FRMX-MB-CDMX-001-20240206-2158	2024-02-06	20:31	23:38	14	MES-019	Carmen Jiménez Ortiz	2	morning	321	107	0	6.42	8.56	428	66.08	479.1	57.82	0	479.1	tarjeta	FRMX-MB-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-CD-MTY-001-20240207-2159	2024-02-07	14:54	22:50	25	MES-027	Luis Ramírez Torres	3	morning	489.75	163.25	26.12	0	0	653	100.3	727.18	87.76	0	727.18	tarjeta	FRMX-CD-MTY-001	dine_in	tacos_pastor
CHQ-FRMX-TV-GDL-001-20240208-2160	2024-02-08	13:53	10:32	23	MES-031	Sofía Reyes Morales	1	night	211.5	70.5	0	0	5.64	282	44.22	320.58	38.69	0	320.58	tarjeta	FRMX-TV-GDL-001	express	Taco al Pastor
CHQ-FRMX-CD-CDMX-001-20240209-2161	2024-02-09	13:42	22:02	15	MES-030	Carmen Jiménez Ortiz	4	morning	258	86	13.76	0	6.88	344	51.74	375.1	45.27	375.1	0	efectivo	FRMX-CD-CDMX-001	dine_in	Margarita
CHQ-FRMX-TV-CDMX-001-20240210-2162	2024-02-10	18:44	23:57	4	MES-003	María Elena Gutiérrez Flores	1	afternoon	444	148	23.68	0	0	592	90.93	659.25	79.56	659.25	0	efectivo	FRMX-TV-CDMX-001	express	PESC ZARAND
CHQ-FRMX-MB-CDMX-001-20240211-2163	2024-02-11	18:25	8:10	28	MES-016	María Elena Gutiérrez Flores	1	morning	207.75	69.25	11.08	4.16	0	277	41.88	303.64	36.65	303.64	0	efectivo	FRMX-MB-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-CD-MTY-001-20240205-2164	2024-02-05	21:12	8:39	25	MES-035	Pablo Mendoza Romero	4	morning	620.25	206.75	0	0	0	827	132.32	959.32	115.78	0	959.32	tarjeta	FRMX-CD-MTY-001	dine_in	CORONA 355ML
CHQ-FRMX-TV-GDL-001-20240206-2165	2024-02-06	17:02	16:41	21	MES-036	Carmen Jiménez Ortiz	3	night	559.5	186.5	0	0	0	746	119.36	865.36	104.44	0	865.36	tarjeta	FRMX-TV-GDL-001	express	CORONA 355ML
CHQ-FRMX-CD-CDMX-001-20240207-2166	2024-02-07	14:56	11:06	11	MES-006	Carmen Jiménez Ortiz	3	night	658.5	219.5	0	13.17	0	878	138.37	1003.2	121.08	0	1003.2	tarjeta	FRMX-CD-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-CDMX-001-20240208-2167	2024-02-08	21:20	20:46	22	MES-026	Luis Ramírez Torres	4	night	603.75	201.25	0	0	0	805	128.8	933.8	112.7	0	933.8	tarjeta	FRMX-TV-CDMX-001	express	tacos_pastor
CHQ-FRMX-MB-CDMX-001-20240209-2168	2024-02-09	9:48	22:46	9	MES-010	José Antonio López Hernández	2	afternoon	146.25	48.75	0	0	3.9	195	30.58	221.68	26.75	0	221.68	tarjeta	FRMX-MB-CDMX-001	dine_in	CORONA 355ML
CHQ-FRMX-CD-MTY-001-20240210-2169	2024-02-10	10:43	21:39	3	MES-011	Luis Ramírez Torres	1	morning	263.25	87.75	0	0	7.02	351	55.04	399.02	48.16	399.02	0	efectivo	FRMX-CD-MTY-001	dine_in	Margarita
CHQ-FRMX-TV-GDL-001-20240211-2170	2024-02-11	22:57	11:24	6	MES-003	Sofía Reyes Morales	2	night	564.75	188.25	0	0	0	753	120.48	873.48	105.42	0	873.48	tarjeta	FRMX-TV-GDL-001	express	Orden Tacos Pastor
CHQ-FRMX-CD-CDMX-001-20240205-2171	2024-02-05	9:33	9:03	8	MES-036	Luis Ramírez Torres	3	morning	621.75	207.25	0	0	16.58	829	129.99	942.41	113.74	0	942.41	tarjeta	FRMX-CD-CDMX-001	dine_in	Margarita
CHQ-FRMX-TV-CDMX-001-20240206-2172	2024-02-06	21:28	12:21	20	MES-019	Luis Ramírez Torres	4	afternoon	362.25	120.75	0	0	0	483	77.28	560.28	67.62	560.28	0	efectivo	FRMX-TV-CDMX-001	express	TACOS PASTOR
CHQ-FRMX-MB-CDMX-001-20240207-2173	2024-02-07	9:06	17:42	20	MES-013	José Antonio López Hernández	1	afternoon	188.25	62.75	0	0	0	251	40.16	291.16	35.14	291.16	0	efectivo	FRMX-MB-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-CD-MTY-001-20240208-2174	2024-02-08	7:45	17:14	30	MES-007	Luis Ramírez Torres	2	night	204.75	68.25	10.92	0	5.46	273	41.06	297.68	35.93	0	297.68	tarjeta	FRMX-CD-MTY-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-GDL-001-20240209-2175	2024-02-09	16:44	14:52	8	MES-021	Carmen Jiménez Ortiz	1	afternoon	662.25	220.75	35.32	0	0	883	135.63	983.31	118.68	983.31	0	efectivo	FRMX-TV-GDL-001	express	Margarita
