folio	fecha	hora_apertura	hora_cierre	mesa	mesero_id	mesero_nombre	num_comensales	turno	subtotal_alimentos	subtotal_bebidas	descuento	cortesia	cancelado	subtotal	iva	total	propina	efectivo	tarjeta	forma_pago	sucursal_id	tipo_servicio
CHQ-FRMX-MB-CDMX-001-20240123-1878	2024-01-23	8:35	22:49	20	MES-034	Ana Cruz Martínez	1	night	219.75	73.25	11.72	0	0	293	45	326.28	39.38	0	326.28	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240124-1879	2024-01-24	20:12	18:15	7	MES-031	José Antonio López Hernández	4	afternoon	122.25	40.75	6.52	0	0	163	25.04	181.52	21.91	181.52	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240125-1880	2024-01-25	22:48	14:15	10	MES-006	José Antonio López Hernández	1	afternoon	325.5	108.5	17.36	0	0	434	66.66	483.3	58.33	483.3	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240126-1881	2024-01-26	9:43	18:47	26	MES-024	Sofía Reyes Morales	1	morning	498	166	26.56	0	13.28	664	99.87	724.03	87.38	724.03	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240127-1882	2024-01-27	22:35	20:18	27	MES-013	Luis Ramírez Torres	4	night	561.75	187.25	0	11.24	0	749	118.04	855.8	103.29	855.8	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240128-1883	2024-01-28	17:52	13:27	9	MES-020	María Elena Gutiérrez Flores	1	morning	506.25	168.75	0	0	0	675	108	783	94.5	0	783	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240122-1884	2024-01-22	10:42	19:28	8	MES-014	María Elena Gutiérrez Flores	2	night	600	200	0	0	16	800	125.44	909.44	109.76	0	909.44	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240123-1885	2024-01-23	16:42	14:24	1	MES-029	Luis Ramírez Torres	3	afternoon	135.75	45.25	0	2.72	3.62	181	27.95	202.61	24.45	0	202.61	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240124-1886	2024-01-24	10:06	10:23	14	MES-040	Sofía Reyes Morales	2	morning	402	134	21.44	0	0	536	82.33	596.89	72.04	0	596.89	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240125-1887	2024-01-25	8:38	21:53	21	MES-018	Pablo Mendoza Romero	3	night	208.5	69.5	11.12	0	5.56	278	41.81	303.13	36.58	303.13	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240126-1888	2024-01-26	18:43	16:01	1	MES-025	Carmen Jiménez Ortiz	3	morning	315	105	16.8	0	8.4	420	63.17	457.97	55.27	0	457.97	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240127-1889	2024-01-27	20:43	15:04	25	MES-013	Sofía Reyes Morales	4	morning	401.25	133.75	0	0	10.7	535	83.89	608.19	73.4	0	608.19	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240128-1890	2024-01-28	7:40	13:58	5	MES-020	Ana Cruz Martínez	3	afternoon	311.25	103.75	0	6.23	8.3	415	64.08	464.55	56.07	0	464.55	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240122-1891	2024-01-22	14:42	18:06	19	MES-003	Carmen Jiménez Ortiz	2	afternoon	463.5	154.5	0	9.27	0	618	97.4	706.13	85.22	0	706.13	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240123-1892	2024-01-23	17:42	10:46	1	MES-006	María Elena Gutiérrez Flores	1	afternoon	321.75	107.25	0	0	8.58	429	67.27	487.69	58.86	0	487.69	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240124-1893	2024-01-24	17:20	12:56	6	MES-030	Luis Ramírez Torres	3	morning	276	92	0	0	0	368	58.88	426.88	51.52	0	426.88	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240125-1894	2024-01-25	10:47	13:01	27	MES-024	Sofía Reyes Morales	1	night	554.25	184.75	29.56	0	0	739	113.51	822.95	99.32	0	822.95	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240126-1895	2024-01-26	21:31	16:48	30	MES-028	Ana Cruz Martínez	3	afternoon	90	30	4.8	0	2.4	120	18.05	130.85	15.79	0	130.85	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240127-1896	2024-01-27	13:56	11:31	20	MES-038	Sofía Reyes Morales	3	morning	153	51	0	3.06	0	204	32.15	233.09	28.13	0	233.09	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240128-1897	2024-01-28	7:23	17:26	2	MES-017	Ana Cruz Martínez	4	afternoon	267	89	0	5.34	0	356	56.11	406.77	49.09	0	406.77	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240122-1898	2024-01-22	15:51	14:44	9	MES-017	Ana Cruz Martínez	2	morning	436.5	145.5	23.28	8.73	0	582	88	637.99	77	0	637.99	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240123-1899	2024-01-23	20:01	9:25	4	MES-020	Ana Cruz Martínez	3	afternoon	507	169	0	0	0	676	108.16	784.16	94.64	784.16	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240124-1900	2024-01-24	19:30	19:53	9	MES-035	Pablo Mendoza Romero	2	morning	130.5	43.5	0	2.61	3.48	174	26.87	194.78	23.51	0	194.78	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240125-1901	2024-01-25	16:32	15:22	1	MES-039	Luis Ramírez Torres	3	afternoon	599.25	199.75	0	0	0	799	127.84	926.84	111.86	0	926.84	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240126-1902	2024-01-26	8:49	8:09	24	MES-002	Sofía Reyes Morales	2	afternoon	109.5	36.5	5.84	0	2.92	146	21.96	159.2	19.21	159.2	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240127-1903	2024-01-27	16:57	8:13	20	MES-015	Sofía Reyes Morales	2	morning	499.5	166.5	26.64	0	0	666	102.3	741.66	89.51	0	741.66	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240128-1904	2024-01-28	14:04	10:12	25	MES-018	Diego Vázquez Castillo	3	night	551.25	183.75	0	0	14.7	735	115.25	835.55	100.84	0	835.55	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240122-1905	2024-01-22	21:12	21:08	30	MES-003	Ana Cruz Martínez	1	night	297.75	99.25	0	0	0	397	63.52	460.52	55.58	460.52	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240123-1906	2024-01-23	10:51	14:57	21	MES-031	María Elena Gutiérrez Flores	4	morning	102.75	34.25	5.48	0	0	137	21.04	152.56	18.41	0	152.56	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240124-1907	2024-01-24	22:05	11:12	13	MES-013	José Antonio López Hernández	3	night	422.25	140.75	0	0	0	563	90.08	653.08	78.82	0	653.08	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240125-1908	2024-01-25	7:42	19:17	2	MES-029	María Elena Gutiérrez Flores	1	afternoon	312	104	0	0	0	416	66.56	482.56	58.24	482.56	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240126-1909	2024-01-26	12:24	14:12	3	MES-001	Carmen Jiménez Ortiz	3	night	228.75	76.25	0	0	6.1	305	47.82	346.72	41.85	0	346.72	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240127-1910	2024-01-27	13:52	21:48	16	MES-037	Carmen Jiménez Ortiz	2	night	445.5	148.5	0	0	11.88	594	93.14	675.26	81.5	675.26	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240128-1911	2024-01-28	12:26	17:44	22	MES-037	Luis Ramírez Torres	4	afternoon	527.25	175.75	0	0	0	703	112.48	815.48	98.42	815.48	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240122-1912	2024-01-22	13:44	16:35	3	MES-004	Luis Ramírez Torres	3	morning	429.75	143.25	22.92	0	0	573	88.01	638.09	77.01	638.09	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240123-1913	2024-01-23	16:06	11:27	7	MES-018	Diego Vázquez Castillo	3	afternoon	428.25	142.75	0	0	0	571	91.36	662.36	79.94	0	662.36	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240124-1914	2024-01-24	15:01	21:29	15	MES-028	José Antonio López Hernández	2	night	205.5	68.5	0	0	5.48	274	42.96	311.48	37.59	311.48	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240125-1915	2024-01-25	14:32	12:05	8	MES-036	María Elena Gutiérrez Flores	2	morning	508.5	169.5	27.12	10.17	13.56	678	100.34	727.49	87.8	727.49	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240126-1916	2024-01-26	11:47	22:57	8	MES-034	Sofía Reyes Morales	2	night	468	156	24.96	0	0	624	95.85	694.89	83.87	0	694.89	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240127-1917	2024-01-27	20:57	10:54	25	MES-029	María Elena Gutiérrez Flores	4	afternoon	345.75	115.25	18.44	0	0	461	70.81	513.37	61.96	0	513.37	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240128-1918	2024-01-28	20:24	13:42	5	MES-006	Pablo Mendoza Romero	1	morning	183.75	61.25	0	0	0	245	39.2	284.2	34.3	0	284.2	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240122-1919	2024-01-22	21:20	15:11	9	MES-014	María Elena Gutiérrez Flores	3	afternoon	474.75	158.25	0	0	0	633	101.28	734.28	88.62	0	734.28	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240123-1920	2024-01-23	18:16	17:15	25	MES-019	Diego Vázquez Castillo	4	night	644.25	214.75	0	0	17.18	859	134.69	976.51	117.85	976.51	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240124-1921	2024-01-24	7:18	22:02	2	MES-004	José Antonio López Hernández	2	night	230.25	76.75	12.28	4.6	6.14	307	45.44	329.42	39.76	329.42	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240125-1922	2024-01-25	15:31	22:05	26	MES-031	Diego Vázquez Castillo	3	afternoon	520.5	173.5	27.76	0	13.88	694	104.38	756.74	91.33	0	756.74	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240126-1923	2024-01-26	9:29	13:08	8	MES-015	José Antonio López Hernández	3	night	198.75	66.25	10.6	0	5.3	265	39.86	288.96	34.87	0	288.96	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240127-1924	2024-01-27	17:21	20:21	4	MES-021	Carmen Jiménez Ortiz	4	morning	264	88	14.08	0	0	352	54.07	391.99	47.31	0	391.99	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240128-1925	2024-01-28	13:18	8:46	24	MES-016	Sofía Reyes Morales	4	night	300.75	100.25	0	0	0	401	64.16	465.16	56.14	465.16	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240122-1926	2024-01-22	8:19	9:16	30	MES-036	Pablo Mendoza Romero	4	afternoon	338.25	112.75	18.04	0	9.02	451	67.83	491.77	59.35	491.77	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240123-1927	2024-01-23	15:58	18:31	24	MES-032	Pablo Mendoza Romero	1	afternoon	645	215	34.4	0	17.2	860	129.34	937.74	113.18	937.74	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240124-1928	2024-01-24	10:58	16:17	26	MES-017	Diego Vázquez Castillo	4	night	284.25	94.75	15.16	5.69	0	379	57.3	415.45	50.14	415.45	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240125-1929	2024-01-25	12:10	21:41	1	MES-031	Pablo Mendoza Romero	1	morning	304.5	101.5	16.24	6.09	0	406	61.39	445.06	53.71	445.06	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240126-1930	2024-01-26	18:51	11:29	14	MES-004	Diego Vázquez Castillo	4	morning	256.5	85.5	0	0	6.84	342	53.63	388.79	46.92	0	388.79	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240127-1931	2024-01-27	16:11	16:25	13	MES-006	Luis Ramírez Torres	1	afternoon	243.75	81.25	0	4.88	6.5	325	50.18	363.8	43.91	363.8	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240128-1932	2024-01-28	9:09	18:43	25	MES-040	José Antonio López Hernández	1	morning	353.25	117.75	0	7.07	9.42	471	72.72	527.23	63.63	527.23	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240122-1933	2024-01-22	8:53	22:12	17	MES-013	Ana Cruz Martínez	3	night	495	165	0	0	0	660	105.6	765.6	92.4	0	765.6	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240123-1934	2024-01-23	7:52	17:25	1	MES-016	Carmen Jiménez Ortiz	3	night	561.75	187.25	0	0	14.98	749	117.44	851.46	102.76	0	851.46	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240124-1935	2024-01-24	14:17	12:41	7	MES-025	José Antonio López Hernández	3	afternoon	169.5	56.5	9.04	0	4.52	226	33.99	246.43	29.74	246.43	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240125-1936	2024-01-25	18:20	21:53	10	MES-025	Sofía Reyes Morales	2	afternoon	180	60	9.6	0	0	240	36.86	267.26	32.26	267.26	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240126-1937	2024-01-26	7:14	15:42	4	MES-039	Diego Vázquez Castillo	2	morning	500.25	166.75	0	0	13.34	667	104.59	758.25	91.51	758.25	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240127-1938	2024-01-27	11:45	21:19	28	MES-026	Carmen Jiménez Ortiz	1	night	251.25	83.75	0	5.02	6.7	335	51.72	375	45.26	0	375	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240128-1939	2024-01-28	18:05	9:50	12	MES-009	Diego Vázquez Castillo	3	night	234.75	78.25	12.52	4.69	6.26	313	46.32	335.85	40.53	0	335.85	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240122-1940	2024-01-22	21:53	21:38	28	MES-008	Diego Vázquez Castillo	4	afternoon	562.5	187.5	30	0	15	750	112.8	817.8	98.7	817.8	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240123-1941	2024-01-23	18:37	21:43	10	MES-008	María Elena Gutiérrez Flores	3	morning	318	106	0	6.36	8.48	424	65.47	474.63	57.28	474.63	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240124-1942	2024-01-24	19:53	17:10	15	MES-021	José Antonio López Hernández	4	morning	565.5	188.5	30.16	0	15.08	754	113.4	822.16	99.23	822.16	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240125-1943	2024-01-25	22:59	10:42	2	MES-004	Luis Ramírez Torres	2	night	558.75	186.25	29.8	11.18	14.9	745	110.26	799.38	96.48	0	799.38	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240126-1944	2024-01-26	15:08	20:23	14	MES-040	José Antonio López Hernández	4	afternoon	155.25	51.75	8.28	0	4.14	207	31.13	225.71	27.24	0	225.71	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240127-1945	2024-01-27	20:11	11:56	5	MES-029	Carmen Jiménez Ortiz	3	night	212.25	70.75	0	0	5.66	283	44.37	321.71	38.83	0	321.71	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240128-1946	2024-01-28	9:12	8:58	18	MES-005	Pablo Mendoza Romero	2	afternoon	381	127	20.32	0	0	508	78.03	565.71	68.28	0	565.71	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240122-1947	2024-01-22	7:39	21:47	18	MES-030	Luis Ramírez Torres	3	afternoon	270.75	90.25	0	0	0	361	57.76	418.76	50.54	418.76	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240123-1948	2024-01-23	17:55	15:56	6	MES-007	Pablo Mendoza Romero	4	night	597.75	199.25	0	0	0	797	127.52	924.52	111.58	924.52	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240124-1949	2024-01-24	20:15	18:22	15	MES-027	Carmen Jiménez Ortiz	1	night	518.25	172.75	0	10.37	0	691	108.9	789.53	95.29	789.53	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240125-1950	2024-01-25	17:22	10:02	13	MES-007	Diego Vázquez Castillo	3	morning	244.5	81.5	0	0	6.52	326	51.12	370.6	44.73	0	370.6	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240126-1951	2024-01-26	15:23	21:39	3	MES-024	Pablo Mendoza Romero	3	night	504	168	0	10.08	13.44	672	103.76	752.24	90.79	0	752.24	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240127-1952	2024-01-27	13:07	17:34	20	MES-032	Ana Cruz Martínez	1	morning	552	184	29.44	0	14.72	736	110.69	802.53	96.86	802.53	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240128-1953	2024-01-28	20:58	11:12	10	MES-017	Pablo Mendoza Romero	4	morning	185.25	61.75	0	3.71	0	247	38.93	282.22	34.06	0	282.22	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240122-1954	2024-01-22	22:04	10:03	27	MES-036	Diego Vázquez Castillo	4	morning	366.75	122.25	0	7.34	0	489	77.07	558.73	67.43	558.73	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240123-1955	2024-01-23	19:37	10:06	7	MES-012	Ana Cruz Martínez	4	morning	314.25	104.75	16.76	0	8.38	419	63.02	456.88	55.14	456.88	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240124-1956	2024-01-24	9:45	14:53	4	MES-019	Carmen Jiménez Ortiz	2	morning	351	117	0	0	9.36	468	73.38	532.02	64.21	0	532.02	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240125-1957	2024-01-25	16:45	23:50	1	MES-035	Sofía Reyes Morales	3	morning	630.75	210.25	0	0	16.82	841	131.87	956.05	115.39	956.05	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240126-1958	2024-01-26	17:18	22:14	14	MES-019	Luis Ramírez Torres	4	night	288.75	96.25	0	5.78	7.7	385	59.44	430.96	52.01	0	430.96	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240127-1959	2024-01-27	10:39	20:51	2	MES-017	Diego Vázquez Castillo	4	afternoon	669	223	35.68	0	17.84	892	134.16	972.64	117.39	0	972.64	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240128-1960	2024-01-28	8:43	21:14	13	MES-022	María Elena Gutiérrez Flores	4	morning	439.5	146.5	23.44	0	0	586	90.01	652.57	78.76	652.57	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240122-1961	2024-01-22	21:58	22:26	10	MES-028	José Antonio López Hernández	4	afternoon	545.25	181.75	0	0	0	727	116.32	843.32	101.78	0	843.32	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240123-1962	2024-01-23	16:41	8:49	10	MES-020	Ana Cruz Martínez	4	night	471	157	25.12	9.42	0	628	94.95	688.41	83.08	688.41	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240124-1963	2024-01-24	19:51	9:55	1	MES-030	José Antonio López Hernández	3	night	175.5	58.5	9.36	3.51	0	234	35.38	256.51	30.96	0	256.51	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240125-1964	2024-01-25	21:16	8:43	28	MES-012	Pablo Mendoza Romero	1	afternoon	387	129	20.64	7.74	0	516	78.02	565.64	68.27	565.64	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240126-1965	2024-01-26	9:46	23:58	16	MES-006	Luis Ramírez Torres	1	afternoon	246.75	82.25	0	0	0	329	52.64	381.64	46.06	0	381.64	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240127-1966	2024-01-27	16:53	14:46	11	MES-035	Diego Vázquez Castillo	3	afternoon	336	112	17.92	6.72	8.96	448	66.3	480.7	58.02	0	480.7	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240128-1967	2024-01-28	17:44	21:01	29	MES-005	María Elena Gutiérrez Flores	1	afternoon	324	108	17.28	6.48	0	432	65.32	473.56	57.15	0	473.56	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240122-1968	2024-01-22	13:30	14:11	10	MES-039	José Antonio López Hernández	2	night	90	30	0	1.8	0	120	18.91	137.11	16.55	137.11	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240123-1969	2024-01-23	10:12	15:16	17	MES-013	José Antonio López Hernández	3	night	329.25	109.75	17.56	6.59	0	439	66.38	481.23	58.08	0	481.23	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240124-1970	2024-01-24	11:05	18:22	29	MES-005	Sofía Reyes Morales	3	morning	335.25	111.75	0	0	8.94	447	70.09	508.15	61.33	0	508.15	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240125-1971	2024-01-25	9:47	20:37	23	MES-026	Pablo Mendoza Romero	3	morning	111	37	0	0	0	148	23.68	171.68	20.72	171.68	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240126-1972	2024-01-26	14:52	17:31	7	MES-015	Diego Vázquez Castillo	1	afternoon	275.25	91.75	14.68	0	7.34	367	55.2	400.18	48.3	400.18	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240127-1973	2024-01-27	21:01	18:00	9	MES-031	José Antonio López Hernández	2	morning	615.75	205.25	0	0	16.42	821	128.73	933.31	112.64	0	933.31	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240128-1974	2024-01-28	11:57	15:14	1	MES-032	Pablo Mendoza Romero	4	morning	533.25	177.75	0	10.67	14.22	711	109.78	795.89	96.06	0	795.89	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240122-1975	2024-01-22	8:50	10:30	10	MES-022	María Elena Gutiérrez Flores	3	morning	453	151	24.16	0	0	604	92.77	672.61	81.18	0	672.61	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240123-1976	2024-01-23	21:20	15:26	9	MES-017	María Elena Gutiérrez Flores	3	night	136.5	45.5	0	0	3.64	182	28.54	206.9	24.97	206.9	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240124-1977	2024-01-24	15:34	15:17	25	MES-009	Sofía Reyes Morales	4	afternoon	276.75	92.25	14.76	5.54	7.38	369	54.61	395.93	47.78	0	395.93	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240125-1978	2024-01-25	7:19	15:39	15	MES-032	Ana Cruz Martínez	2	afternoon	626.25	208.75	0	12.53	16.7	835	128.92	934.69	112.81	0	934.69	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240126-1979	2024-01-26	22:24	10:53	21	MES-007	Sofía Reyes Morales	4	night	296.25	98.75	0	5.93	7.9	395	60.99	442.16	53.36	442.16	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240127-1980	2024-01-27	15:25	23:17	1	MES-031	Diego Vázquez Castillo	3	night	612.75	204.25	0	0	16.34	817	128.11	928.77	112.09	0	928.77	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240128-1981	2024-01-28	9:58	13:20	28	MES-025	Luis Ramírez Torres	2	afternoon	130.5	43.5	6.96	2.61	0	174	26.31	190.74	23.02	0	190.74	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240122-1982	2024-01-22	9:51	17:31	6	MES-023	Luis Ramírez Torres	3	morning	639.75	213.25	34.12	0	17.06	853	128.29	930.11	112.25	930.11	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240123-1983	2024-01-23	21:22	16:37	10	MES-004	José Antonio López Hernández	1	night	460.5	153.5	24.56	9.21	12.28	614	90.87	658.82	79.51	658.82	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240124-1984	2024-01-24	22:36	17:44	20	MES-019	Pablo Mendoza Romero	1	night	319.5	106.5	0	6.39	0	426	67.14	486.75	58.75	0	486.75	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240125-1985	2024-01-25	12:16	17:43	4	MES-023	Carmen Jiménez Ortiz	4	afternoon	93	31	4.96	1.86	2.48	124	18.35	133.05	16.06	0	133.05	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240126-1986	2024-01-26	22:12	18:14	29	MES-023	Diego Vázquez Castillo	4	afternoon	477	159	0	0	12.72	636	99.72	723	87.26	723	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240127-1987	2024-01-27	14:45	11:49	19	MES-025	Sofía Reyes Morales	3	night	326.25	108.75	0	6.53	8.7	435	67.16	486.93	58.77	0	486.93	tarjeta	FRMX-TV-CDMX-001	express
