receipt_number	date	open_time	close_time	table	server_id	server_name	guests	shift	food_subtotal	beverage_subtotal	discount	comp	voided	subtotal	tax	total	tip	cash	card	payment_method	store_id	service_type
CHQ-FRMX-MB-CDMX-001-20240131-1788	2024-01-31	10:32	8:33	10	MES-010	José Antonio López Hernández	3	afternoon	569.25	189.75	0	0	0	759	121.44	880.44	106.26	0	880.44	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-1789	2024-01-32	20:10	20:55	2	MES-004	Ana Cruz Martínez	1	night	351	117	18.72	0	0	468	71.88	521.16	62.9	0	521.16	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-1790	2024-01-33	17:17	14:26	16	MES-003	Sofía Reyes Morales	4	morning	351.75	117.25	18.76	0	0	469	72.04	522.28	63.03	522.28	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-1791	2024-01-34	17:43	21:37	30	MES-026	Luis Ramírez Torres	4	afternoon	370.5	123.5	19.76	0	9.88	494	74.3	538.66	65.01	0	538.66	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-1792	2024-01-35	10:08	22:02	28	MES-020	Sofía Reyes Morales	2	night	122.25	40.75	0	0	0	163	26.08	189.08	22.82	0	189.08	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-1793	2024-01-29	10:04	17:50	26	MES-018	Luis Ramírez Torres	1	night	519	173	0	0	0	692	110.72	802.72	96.88	0	802.72	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-1794	2024-01-30	7:05	20:11	30	MES-032	Diego Vázquez Castillo	1	morning	507	169	27.04	10.14	0	676	102.21	741.03	89.43	741.03	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-1795	2024-01-31	15:24	15:54	11	MES-015	Ana Cruz Martínez	2	afternoon	183	61	0	0	0	244	39.04	283.04	34.16	0	283.04	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-1796	2024-01-32	13:13	12:56	12	MES-016	María Elena Gutiérrez Flores	3	night	321.75	107.25	17.16	0	8.58	429	64.52	467.78	56.46	0	467.78	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-1797	2024-01-33	7:35	12:07	4	MES-018	Luis Ramírez Torres	4	night	468	156	0	0	0	624	99.84	723.84	87.36	723.84	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240134-1798	2024-01-34	18:44	13:44	4	MES-026	Diego Vázquez Castillo	1	morning	125.25	41.75	0	0	3.34	167	26.19	189.85	22.91	189.85	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240135-1799	2024-01-35	16:22	20:35	10	MES-028	Sofía Reyes Morales	1	morning	91.5	30.5	0	0	2.44	122	19.13	138.69	16.74	138.69	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-1800	2024-01-29	13:09	9:29	26	MES-019	Pablo Mendoza Romero	1	night	204	68	0	0	0	272	43.52	315.52	38.08	315.52	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-1801	2024-01-30	20:21	21:51	21	MES-014	María Elena Gutiérrez Flores	2	afternoon	303.75	101.25	16.2	0	0	405	62.21	451.01	54.43	451.01	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-1802	2024-01-31	14:21	22:15	12	MES-008	María Elena Gutiérrez Flores	2	morning	423	141	0	8.46	0	564	88.89	644.43	77.78	644.43	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-1803	2024-01-32	14:06	23:11	27	MES-021	José Antonio López Hernández	4	night	198.75	66.25	0	0	5.3	265	41.55	301.25	36.36	0	301.25	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240133-1804	2024-01-33	18:29	8:10	17	MES-029	Pablo Mendoza Romero	4	morning	618.75	206.25	33	0	0	825	126.72	918.72	110.88	0	918.72	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240134-1805	2024-01-34	19:41	14:14	8	MES-028	María Elena Gutiérrez Flores	3	afternoon	360.75	120.25	0	0	9.62	481	75.42	546.8	65.99	546.8	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240135-1806	2024-01-35	8:34	11:11	24	MES-017	Sofía Reyes Morales	3	afternoon	614.25	204.75	32.76	12.29	0	819	123.83	897.78	108.35	0	897.78	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240129-1807	2024-01-29	15:34	8:03	29	MES-003	José Antonio López Hernández	4	night	653.25	217.75	34.84	13.07	0	871	131.69	954.78	115.23	0	954.78	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240130-1808	2024-01-30	18:03	17:49	2	MES-015	Luis Ramírez Torres	4	afternoon	286.5	95.5	0	0	7.64	382	59.9	434.26	52.41	0	434.26	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240131-1809	2024-01-31	12:19	17:41	23	MES-009	Diego Vázquez Castillo	2	night	192	64	0	3.84	0	256	40.35	292.51	35.3	0	292.51	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240132-1810	2024-01-32	20:38	14:56	28	MES-030	Diego Vázquez Castillo	1	afternoon	207	69	11.04	0	5.52	276	41.51	300.95	36.32	300.95	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240133-1811	2024-01-33	19:49	12:09	10	MES-008	Luis Ramírez Torres	1	morning	651.75	217.25	34.76	0	17.38	869	130.7	947.56	114.36	0	947.56	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240134-1812	2024-01-34	13:59	17:20	29	MES-001	Carmen Jiménez Ortiz	3	morning	338.25	112.75	18.04	0	0	451	69.27	502.23	60.61	502.23	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240135-1813	2024-01-35	19:19	11:45	9	MES-017	Ana Cruz Martínez	4	afternoon	412.5	137.5	22	0	11	550	82.72	599.72	72.38	0	599.72	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240129-1814	2024-01-29	12:25	16:06	28	MES-017	Sofía Reyes Morales	2	afternoon	628.5	209.5	0	0	16.76	838	131.4	952.64	114.97	952.64	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240130-1815	2024-01-30	16:23	18:55	9	MES-016	Ana Cruz Martínez	4	afternoon	192	64	0	0	0	256	40.96	296.96	35.84	0	296.96	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240131-1816	2024-01-31	12:17	23:01	28	MES-011	Diego Vázquez Castillo	2	night	665.25	221.75	0	0	0	887	141.92	1028.92	124.18	1028.92	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240132-1817	2024-01-32	9:49	13:52	11	MES-020	José Antonio López Hernández	3	morning	212.25	70.75	0	0	5.66	283	44.37	321.71	38.83	0	321.71	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240133-1818	2024-01-33	9:59	8:51	2	MES-006	Luis Ramírez Torres	4	afternoon	113.25	37.75	0	0	3.02	151	23.68	171.66	20.72	0	171.66	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240134-1819	2024-01-34	11:57	14:18	2	MES-003	Carmen Jiménez Ortiz	4	morning	113.25	37.75	0	0	3.02	151	23.68	171.66	20.72	0	171.66	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-1820	2024-01-35	18:51	22:52	29	MES-030	Diego Vázquez Castillo	2	night	262.5	87.5	0	5.25	0	350	55.16	399.91	48.27	0	399.91	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-1821	2024-01-29	22:02	16:26	10	MES-027	Luis Ramírez Torres	4	afternoon	479.25	159.75	25.56	0	0	639	98.15	711.59	85.88	0	711.59	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-1822	2024-01-30	16:47	16:31	9	MES-010	Ana Cruz Martínez	2	night	570	190	0	11.4	0	760	119.78	868.38	104.8	0	868.38	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-1823	2024-01-31	9:49	17:56	1	MES-040	José Antonio López Hernández	3	morning	178.5	59.5	9.52	0	4.76	238	35.8	259.52	31.32	259.52	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-1824	2024-01-32	9:07	12:35	30	MES-010	Diego Vázquez Castillo	4	morning	420	140	22.4	0	11.2	560	84.22	610.62	73.7	610.62	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-1825	2024-01-33	13:32	8:05	17	MES-023	María Elena Gutiérrez Flores	3	morning	379.5	126.5	0	0	0	506	80.96	586.96	70.84	0	586.96	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-1826	2024-01-34	22:49	22:08	10	MES-010	Diego Vázquez Castillo	2	morning	153.75	51.25	0	3.08	4.1	205	31.65	229.47	27.69	0	229.47	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-1827	2024-01-35	11:36	13:58	7	MES-011	Diego Vázquez Castillo	1	afternoon	404.25	134.75	0	0	10.78	539	84.52	612.74	73.95	0	612.74	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-1828	2024-01-29	17:51	22:35	24	MES-016	Ana Cruz Martínez	2	night	398.25	132.75	0	0	10.62	531	83.26	603.64	72.85	0	603.64	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-1829	2024-01-30	18:43	9:56	11	MES-019	Pablo Mendoza Romero	4	morning	557.25	185.75	29.72	0	14.86	743	111.75	810.17	97.78	0	810.17	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-1830	2024-01-31	21:20	16:06	15	MES-038	Luis Ramírez Torres	4	morning	498	166	0	0	0	664	106.24	770.24	92.96	0	770.24	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-1831	2024-01-32	16:57	23:01	9	MES-013	Sofía Reyes Morales	3	morning	419.25	139.75	22.36	8.39	0	559	84.52	612.77	73.96	612.77	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-1832	2024-01-33	20:30	8:39	15	MES-038	Carmen Jiménez Ortiz	2	afternoon	540	180	28.8	0	14.4	720	108.29	785.09	94.75	0	785.09	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240134-1833	2024-01-34	12:01	14:16	16	MES-035	Ana Cruz Martínez	1	night	499.5	166.5	26.64	0	13.32	666	100.17	726.21	87.65	0	726.21	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240135-1834	2024-01-35	20:39	23:50	13	MES-038	Diego Vázquez Castillo	1	morning	305.25	101.75	16.28	0	8.14	407	61.21	443.79	53.56	443.79	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-1835	2024-01-29	13:58	18:06	14	MES-012	María Elena Gutiérrez Flores	2	afternoon	583.5	194.5	31.12	0	15.56	778	117.01	848.33	102.38	0	848.33	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-1836	2024-01-30	20:23	22:06	28	MES-032	Ana Cruz Martínez	4	night	413.25	137.75	0	0	0	551	88.16	639.16	77.14	639.16	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-1837	2024-01-31	19:18	21:55	27	MES-004	José Antonio López Hernández	3	morning	606.75	202.25	0	0	16.18	809	126.85	919.67	110.99	0	919.67	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-1838	2024-01-32	14:31	19:52	3	MES-007	Sofía Reyes Morales	3	afternoon	423.75	141.25	22.6	0	0	565	86.78	629.18	75.94	0	629.18	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240133-1839	2024-01-33	12:03	8:49	24	MES-029	Carmen Jiménez Ortiz	3	afternoon	536.25	178.75	0	0	0	715	114.4	829.4	100.1	829.4	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240134-1840	2024-01-34	7:35	11:14	13	MES-004	María Elena Gutiérrez Flores	2	night	201.75	67.25	0	0	0	269	43.04	312.04	37.66	0	312.04	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240135-1841	2024-01-35	19:34	20:17	11	MES-010	José Antonio López Hernández	3	night	306	102	16.32	0	0	408	62.67	454.35	54.84	0	454.35	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240129-1842	2024-01-29	11:57	14:24	26	MES-011	José Antonio López Hernández	1	morning	605.25	201.75	32.28	0	16.14	807	121.37	879.95	106.2	0	879.95	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240130-1843	2024-01-30	14:14	14:57	20	MES-013	Carmen Jiménez Ortiz	3	morning	357	119	0	0	9.52	476	74.64	541.12	65.31	0	541.12	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240131-1844	2024-01-31	15:11	18:41	25	MES-010	Luis Ramírez Torres	4	morning	252	84	13.44	0	6.72	336	50.53	366.37	44.22	0	366.37	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240132-1845	2024-01-32	11:35	14:47	8	MES-028	Ana Cruz Martínez	4	night	123	41	0	2.46	3.28	164	25.32	183.58	22.16	0	183.58	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240133-1846	2024-01-33	10:23	15:38	30	MES-029	Sofía Reyes Morales	1	night	495.75	165.25	26.44	0	0	661	101.53	736.09	88.84	0	736.09	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240134-1847	2024-01-34	20:56	17:11	22	MES-001	Ana Cruz Martínez	1	afternoon	316.5	105.5	0	6.33	8.44	422	65.16	472.39	57.01	472.39	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240135-1848	2024-01-35	13:14	16:56	3	MES-026	Carmen Jiménez Ortiz	2	night	262.5	87.5	0	0	0	350	56	406	49	0	406	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240129-1849	2024-01-29	9:26	23:09	2	MES-002	Sofía Reyes Morales	4	morning	511.5	170.5	0	0	0	682	109.12	791.12	95.48	0	791.12	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240130-1850	2024-01-30	15:35	9:45	27	MES-024	Sofía Reyes Morales	4	morning	549	183	0	0	14.64	732	114.78	832.14	100.43	0	832.14	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240131-1851	2024-01-31	11:08	9:53	16	MES-013	Sofía Reyes Morales	3	afternoon	585	195	0	0	0	780	124.8	904.8	109.2	0	904.8	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240132-1852	2024-01-32	12:52	13:09	17	MES-015	José Antonio López Hernández	3	night	348.75	116.25	0	0	0	465	74.4	539.4	65.1	0	539.4	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240133-1853	2024-01-33	22:01	18:54	25	MES-033	Ana Cruz Martínez	3	night	374.25	124.75	19.96	7.49	9.98	499	73.85	535.42	64.62	0	535.42	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240134-1854	2024-01-34	20:52	16:21	22	MES-011	Sofía Reyes Morales	2	morning	495	165	26.4	9.9	13.2	660	97.68	708.18	85.47	0	708.18	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-1855	2024-01-35	15:03	16:48	9	MES-018	María Elena Gutiérrez Flores	3	morning	93.75	31.25	0	0	2.5	125	19.6	142.1	17.15	142.1	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-1856	2024-01-29	8:07	14:51	18	MES-001	María Elena Gutiérrez Flores	1	afternoon	486	162	0	0	0	648	103.68	751.68	90.72	751.68	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-1857	2024-01-30	18:48	22:51	24	MES-027	José Antonio López Hernández	1	afternoon	673.5	224.5	0	0	17.96	898	140.81	1020.85	123.21	0	1020.85	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-1858	2024-01-31	18:21	20:21	7	MES-025	Carmen Jiménez Ortiz	2	afternoon	136.5	45.5	0	0	0	182	29.12	211.12	25.48	0	211.12	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-1859	2024-01-32	7:01	18:19	29	MES-018	Ana Cruz Martínez	3	night	318.75	106.25	0	0	8.5	425	66.64	483.14	58.31	0	483.14	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-1860	2024-01-33	13:24	22:22	19	MES-036	Ana Cruz Martínez	2	night	267.75	89.25	14.28	0	0	357	54.84	397.56	47.98	0	397.56	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-1861	2024-01-34	18:37	18:28	28	MES-040	Carmen Jiménez Ortiz	1	night	533.25	177.75	28.44	0	14.22	711	106.93	775.27	93.57	775.27	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-1862	2024-01-35	17:18	14:15	4	MES-023	Pablo Mendoza Romero	3	night	382.5	127.5	0	7.65	0	510	80.38	582.73	70.33	0	582.73	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-1863	2024-01-29	15:07	18:46	15	MES-011	Carmen Jiménez Ortiz	3	morning	582	194	0	0	15.52	776	121.68	882.16	106.47	0	882.16	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-1864	2024-01-30	21:54	11:54	9	MES-032	Pablo Mendoza Romero	2	afternoon	472.5	157.5	0	0	12.6	630	98.78	716.18	86.44	0	716.18	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-1865	2024-01-31	7:04	20:39	20	MES-032	María Elena Gutiérrez Flores	2	morning	321	107	17.12	0	0	428	65.74	476.62	57.52	476.62	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-1866	2024-01-32	18:57	13:51	11	MES-006	Diego Vázquez Castillo	2	night	225.75	75.25	0	0	0	301	48.16	349.16	42.14	0	349.16	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-1867	2024-01-33	16:31	15:34	6	MES-014	Sofía Reyes Morales	2	night	311.25	103.75	0	0	0	415	66.4	481.4	58.1	0	481.4	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240134-1868	2024-01-34	15:12	13:50	20	MES-007	María Elena Gutiérrez Flores	1	afternoon	456	152	0	9.12	0	608	95.82	694.7	83.84	694.7	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240135-1869	2024-01-35	22:59	10:53	25	MES-019	Luis Ramírez Torres	2	morning	572.25	190.75	0	0	15.26	763	119.64	867.38	104.68	0	867.38	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-1870	2024-01-29	19:12	12:48	16	MES-033	María Elena Gutiérrez Flores	4	afternoon	160.5	53.5	0	0	0	214	34.24	248.24	29.96	0	248.24	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-1871	2024-01-30	22:12	22:26	4	MES-034	Ana Cruz Martínez	1	afternoon	405.75	135.25	0	0	10.82	541	84.83	615.01	74.23	0	615.01	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-1872	2024-01-31	16:57	21:22	12	MES-024	María Elena Gutiérrez Flores	3	morning	186.75	62.25	0	0	0	249	39.84	288.84	34.86	288.84	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-1873	2024-01-32	21:03	20:04	18	MES-037	Pablo Mendoza Romero	4	morning	405	135	0	8.1	10.8	540	83.38	604.48	72.95	0	604.48	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240133-1874	2024-01-33	11:11	15:50	9	MES-022	Carmen Jiménez Ortiz	3	morning	429.75	143.25	22.92	0	11.46	573	86.18	624.8	75.41	0	624.8	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240134-1875	2024-01-34	22:42	13:55	19	MES-024	Diego Vázquez Castillo	2	night	126.75	42.25	0	0	0	169	27.04	196.04	23.66	0	196.04	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240135-1876	2024-01-35	10:13	19:45	13	MES-022	Luis Ramírez Torres	2	night	660.75	220.25	35.24	0	0	881	135.32	981.08	118.41	0	981.08	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240129-1877	2024-01-29	13:17	11:39	2	MES-038	Diego Vázquez Castillo	4	night	396.75	132.25	21.16	0	10.58	529	79.56	576.82	69.62	576.82	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240130-1878	2024-01-30	9:28	10:25	21	MES-016	Sofía Reyes Morales	2	night	202.5	67.5	0	0	5.4	270	42.34	306.94	37.04	0	306.94	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240131-1879	2024-01-31	13:35	8:03	6	MES-017	Pablo Mendoza Romero	3	afternoon	103.5	34.5	5.52	0	0	138	21.2	153.68	18.55	0	153.68	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240132-1880	2024-01-32	16:07	20:48	20	MES-016	Ana Cruz Martínez	3	night	660.75	220.25	0	13.22	0	881	138.84	1006.62	121.49	0	1006.62	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240133-1881	2024-01-33	16:18	17:21	18	MES-036	José Antonio López Hernández	3	night	399.75	133.25	0	0	10.66	533	83.57	605.91	73.13	0	605.91	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240134-1882	2024-01-34	7:32	12:08	26	MES-018	José Antonio López Hernández	4	morning	419.25	139.75	22.36	0	11.18	559	84.07	609.53	73.56	609.53	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240135-1883	2024-01-35	18:50	12:38	28	MES-008	José Antonio López Hernández	2	afternoon	552	184	0	0	14.72	736	115.4	836.68	100.98	0	836.68	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240129-1884	2024-01-29	7:41	8:15	19	MES-018	José Antonio López Hernández	4	night	293.25	97.75	0	5.87	0	391	61.62	446.75	53.92	446.75	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240130-1885	2024-01-30	8:21	22:01	5	MES-013	Sofía Reyes Morales	1	morning	475.5	158.5	25.36	0	0	634	97.38	706.02	85.21	0	706.02	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240131-1886	2024-01-31	20:47	15:05	4	MES-038	Pablo Mendoza Romero	3	afternoon	305.25	101.75	0	0	0	407	65.12	472.12	56.98	472.12	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240132-1887	2024-01-32	20:56	11:41	22	MES-013	Luis Ramírez Torres	3	night	318	106	0	0	0	424	67.84	491.84	59.36	0	491.84	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240133-1888	2024-01-33	9:06	14:15	3	MES-039	Carmen Jiménez Ortiz	1	afternoon	201.75	67.25	10.76	4.04	0	269	40.67	294.87	35.59	0	294.87	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240134-1889	2024-01-34	9:31	16:27	11	MES-021	Sofía Reyes Morales	3	night	414	138	22.08	0	0	552	84.79	614.71	74.19	0	614.71	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-1890	2024-01-35	7:01	11:06	22	MES-020	Carmen Jiménez Ortiz	4	afternoon	531.75	177.25	28.36	0	14.18	709	106.63	773.09	93.3	0	773.09	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-1891	2024-01-29	9:44	17:05	8	MES-004	Carmen Jiménez Ortiz	2	night	195	65	10.4	3.9	0	260	39.31	285.01	34.4	0	285.01	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-1892	2024-01-30	17:48	13:04	1	MES-017	María Elena Gutiérrez Flores	1	night	139.5	46.5	7.44	0	3.72	186	27.97	202.81	24.48	202.81	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-1893	2024-01-31	19:50	22:54	19	MES-028	Pablo Mendoza Romero	3	morning	453	151	24.16	0	12.08	604	90.84	658.6	79.49	0	658.6	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-1894	2024-01-32	22:27	15:40	30	MES-030	Pablo Mendoza Romero	2	night	390.75	130.25	20.84	0	0	521	80.03	580.19	70.02	0	580.19	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-1895	2024-01-33	18:14	12:09	13	MES-035	Luis Ramírez Torres	1	afternoon	604.5	201.5	0	0	0	806	128.96	934.96	112.84	934.96	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-1896	2024-01-34	8:51	9:45	21	MES-002	José Antonio López Hernández	2	afternoon	153	51	8.16	3.06	0	204	30.84	223.62	26.99	223.62	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-1897	2024-01-35	14:55	11:44	6	MES-006	José Antonio López Hernández	4	night	117.75	39.25	6.28	0	3.14	157	23.61	171.19	20.66	171.19	0	efectivo	FRMX-TV-CDMX-001	express
